	Unnamed: 0	sentence	label	topic_label	old_word_based_cf_sentence	cf_sentence
3194	3194	kierra getting that ass beat !!!!	0	1	kierra getting that ass beat !!!!	Kierra getting a real punishment !!!!
3195	3195	#thestruggle findin loud has never been this much of an issue	0	0	#thestruggle findin loud has never been this much of an issue	The struggle findin' loud has neva been this much of a problem.
3196	3196	terris wanna argue cuz he wrong tuhh not gon happen	1	1	terris wanna argue cuz he wrong tuhh not gon happen	Terris wants to argue because he is wrong and that isn't going to happen.
3197	3197	that's so fucked up	0	1	that's so fucked up	That's so messed up.
3198	3198	_twitter-entity_ you good bro	1	1	_twitter-entity_ you good bro	You doing alright, buddy?
3199	3199	2:04 & amp;' & lt ; & lt ; & lt ; & lt ; she still up !	0	1	2:04 & amp;' & lt ; & lt ; & lt ; & lt ; she still up !	She's still awake!
3200	3200	lawdd here she go with the boys speechhh	0	1	lawdd here she go with the boys speechhh	".

Oh my goodness, here she goes with her typical banter."
3201	3201	i read his tweets & amp ; then get mad af i need help !	0	1	i read his tweets & amp ; then get mad af i need help !	I read his tweets and then got really angry. I need help!
3202	3202	_twitter-entity_ i told this one girl we was fuckin rollin on facetime last night	1	1	_twitter-entity_ i told this one girl we was fuckin rollin on facetime last night	I told this one girl we were video chatting on FaceTime last night.
3203	3203	_twitter-entity_ i know right , aren't i so great	1	0	_twitter-entity_ i know right , aren't i so great	I know, right? Ain't I somethin'!
3204	3204	_twitter-entity_ how come you've never let me do that i did that all last year with my roommates	0	0	_twitter-entity_ how come you've never let me do that i did that all last year with my roommates	Twitta, 'splain to me why you ain't let me do that? I done did it all last year with my roomies!
3205	3205	good day so far	1	1	good day so far	Good day so far.
3206	3206	some hoes don't let go ..	1	1	some hoes don't let go ..	Some women don't let go.
3207	3207	_twitter-entity_ ok what time are you guys leaving ? i still gotta get ready	0	0	_twitter-entity_ ok what time are you guys leaving ? i still gotta get ready	Ok, whassup 'bout what time y'all steppin' out? I still gotta git ready.
3208	3208	lol ..!! chris tucker is a damn fool ..!	1	1	lol ..!! chris tucker is a damn fool ..!	Ha ha..!! Chris Tucker is really silly..!
3209	3209	why does the chem exam have to be a standardized test	0	0	why does the chem exam have to be a standardized test	Why they gotta make the chem exam a standardized test?
3210	3210	i'm a fool for you	0	1	i'm a fool for you	I'm really into you.
3211	3211	that was some bull shit crap	0	0	that was some bull shit crap	That was some BS!
3212	3212	ugh my charger is in my car .	0	0	ugh my charger is in my car .	Ugh, my charger be in my car.
3213	3213	"\ _twitter-entity_ : i would _twitter-entity_ you if i were talking about you . i'm obviously not . you're name isn't in my tweet . "" lol """	1	0	"\ _twitter-entity_ : i would _twitter-entity_ you if i were talking about you . i'm obviously not . you're name isn't in my tweet . "" lol """	"""Ayeee, if I was referring to you I'd be mentioning ya name. But it ain't, so *laughs*!"""
3214	3214	_twitter-entity_ hahahahaha i hope you don't actually think this is about you because it's not !!	1	0	_twitter-entity_ hahahahaha i hope you don't actually think this is about you because it's not !!	Hahahaahaha, I hope you don't think dis about you cuz it ain't!
3215	3215	all these little girls are probably watching hannah montana on disney right now and have no clue what she is like now .	1	0	all these little girls are probably watching hannah montana on disney right now and have no clue what she is like now .	All these young yutes out here pro'ly watchin' Hannah Montana on Disney right now, and don't have no idea 'bout what she like now.
3216	3216	_twitter-entity_ _twitter-entity_ i ain't marrying her but , y'all bro y'all need to get married and chill out	1	1	_twitter-entity_ _twitter-entity_ i ain't marrying her but , y'all bro y'all need to get married and chill out	_Twitter-Entity_ _Twitter-Entity_ I'm not marrying her but, you guys bro you guys need to get married and relax.
3217	3217	_twitter-entity_ _twitter-entity_ i'm just being honest , scott's gonna have so many notifications when he gets up though	1	0	_twitter-entity_ _twitter-entity_ i'm just being honest , scott's gonna have so many notifications when he gets up though	@Scott @ Scott i'm just keepin' it real, yo man gonna have a lotta DMs when he wake up though.
3218	3218	_twitter-entity_ i don't have those	1	0	_twitter-entity_ i don't have those	"documents

I ain't got them documents."
3219	3219	"told my momma ion want kids . she looked at my face , looked down at my stomach & amp ; gone say \ ok child "" tf she mean """	0	1	"told my momma ion want kids . she looked at my face , looked down at my stomach & amp ; gone say \ ok child "" tf she mean """	"I told my mom that I don't want kids. She looked at my face, looked down at my stomach and said, ""Okay, child. I understand."""
3220	3220	my emotions right now are somewhere in the spectrum between	0	0	my emotions right now are somewhere in the spectrum between	"overwhelmed and elated

My emotions right now are somewhere in the spectrum between geeked and beyond hype."
3221	3221	welllll failed my accounting class ..	0	0	welllll failed my accounting class ..	Welp, I done flunked mah accounting class.
3222	3222	chloe made me go on that flippy-farris wheel thingy & amp ; i get motion sickness , so now i'm taking a bath to calm my stomach	0	0	chloe made me go on that flippy-farris wheel thingy & amp ; i get motion sickness , so now i'm taking a bath to calm my stomach	Chloe made me go on that whirly-farris wheel thang & I be gettin' motion sickness, so now I'm takin' a bath to try 'n' soothe my stomach.
3223	3223	_twitter-entity_ thank you	1	0	_twitter-entity_ thank you	Thanks much.
3224	3224	when wicked pretty girls take terribly unflattering pictures of themselves ...	0	0	when wicked pretty girls take terribly unflattering pictures of themselves ...	When wicked pretty girls take terribly unflattering pictures of themselves... sike, that ain't never gonna happen!
3225	3225	been waiting on this food for like 30mins now	0	1	been waiting on this food for like 30mins now	I've been waiting for this food for about 30 minutes now.
3226	3226	just got off & gt ; & gt ; & gt ; & gt ;	0	1	just got off & gt ; & gt ; & gt ; & gt ;	"& gt ;

Just got off."
3227	3227	lol at everyone who is at school	1	0	lol at everyone who is at school	"today

Lawwwd, everybody at school today is somethin' else!"
3228	3228	i'm ready for a new charger but iphone5 chargers cost too much	0	1	i'm ready for a new charger but iphone5 chargers cost too much	"money

I'm ready for a new charger but iPhone 5 chargers are too expensive."
3229	3229	_twitter-entity_ i can't do it dee-cass i can't .	0	0	_twitter-entity_ i can't do it dee-cass i can't .	Twitta-entity, I ain't gon' be able to do it dawg, I ain't gon' be able ta do it.
3230	3230	love waking up at 5 am	1	0	love waking up at 5 am	Lovin' wakin' up at 5 in the mornin'!
3231	3231	wait till i see you ima smack yo ass i swea to god .	0	1	wait till i see you ima smack yo ass i swea to god .	Wait until I see you, I'm going to give you a spanking, I swear to God.
3232	3232	â _twitter-entity_ : girls with tongue rings & gt ; & gt ; & gt ; & gt ; â	1	1	â _twitter-entity_ : girls with tongue rings & gt ; & gt ; & gt ; & gt ; â	"""Tweet: Girls with tongue rings >>>>>"""
3233	3233	ready make some pancakes and bacon	1	1	ready make some pancakes and bacon	Ready to make some pancakes and bacon.
3234	3234	_twitter-entity_ get your grumpy ass on	0	0	_twitter-entity_ get your grumpy ass on	"the bus

Get yo' grumpy ass on the bus!"
3235	3235	finally getting caught up on sons and my mom goes and tells me what happens in the newest episode	0	0	finally getting caught up on sons and my mom goes and tells me what happens in the newest episode	Finally getting caught up on sons and my mom goes and tells me what happen in the latest episode.
3236	3236	leaving the island and heading to the house and leaving the beach .	0	0	leaving the island and heading to the house and leaving the beach .	Leavin' the island and headin' to the house, then leavin' the beach.
3237	3237	my tl is all #rhoa , but i'm watching the bubble guppies ... make sure you all remind the grandboy of this if he forgets my sacrifice ....	1	1	my tl is all #rhoa , but i'm watching the bubble guppies ... make sure you all remind the grandboy of this if he forgets my sacrifice ....	My timeline is all Real Housewives of Atlanta, but I'm watching Bubble Guppies... please make sure to remind the grandson of this if he forgets my commitment....
3238	3238	playing with nerf guns shooting my mommom : put that away and i will give u a lighter to play withme :	1	0	playing with nerf guns shooting my mommom : put that away and i will give u a lighter to play withme :	Playing with nerf guns shootin' my mommom: Put that away and I'll give ya a lighter to play with me.
3239	3239	bitches be dumb founded #dickmitized â , what one nigga wont do the next will #knowthat â	0	1	bitches be dumb founded #dickmitized â , what one nigga wont do the next will #knowthat â	Gals can be surprised #undercut , what one person won't do the next will #realize that.
3240	3240	_twitter-entity_ no we text ... occasionally	0	1	_twitter-entity_ no we text ... occasionally	No, we text...occasionally.
3241	3241	_twitter-entity_ are you really ?	1	0	_twitter-entity_ are you really ?	Huh, y'all really tryna know whether I'm real?
3242	3242	_twitter-entity_ omg i know âºï¸	1	0	_twitter-entity_ omg i know âºï¸	Ooh, lawd, I sho' know dat! â¤ï¸
3243	3243	forced my foot into a shoe today . #ouch #somuchpain	0	0	forced my foot into a shoe today . #ouch #somuchpain	Forced mah foot in a shoe today. #Lawd# So much pain.
3244	3244	_twitter-entity_ i figured	1	0	_twitter-entity_ i figured	"it out

I figgued it out!"
3245	3245	me & amp ; aurora like to call each other & amp ; say nothing at all .	1	0	me & amp ; aurora like to call each other & amp ; say nothing at all .	Me an' Aurora like to call each other an' jus chill, talkin' 'bout nothin.
3246	3246	_twitter-entity_ lol i lov u too	1	1	_twitter-entity_ lol i lov u too	Lol, I really appreciate you too.
3247	3247	just . someone respond . it's killing me .	0	0	just . someone respond . it's killing me .	Jus' somebody holla back. It's 'bout ta take me down!
3248	3248	_twitter-entity_ need some inspiration to sign up for my first ever local _twitter-entity_ competition ! pretty excited but nervous !	0	0	_twitter-entity_ need some inspiration to sign up for my first ever local _twitter-entity_ competition ! pretty excited but nervous !	Twitter-entity need some inspiration to sign up for my first ever local Twitter-entity competition! I'm pretty hype but at the same time scared!
